train_batch,test_batch,mmd_score,ks_result,ws_score,pred_res,same_batch
0,10,0.03113313764333725,"KstestResult(statistic=np.float64(0.10909817913385826), pvalue=np.float64(4.514212125149221e-07), statistic_location=np.float32(1.1859175), statistic_sign=np.int8(-1))",0.7434145005782846,"    query_id  bao_latency  best_latency  default_latency    regret
0       1093      147.946       124.753          133.628  1.185911
1       1094        0.199         0.051          212.662  3.901961
2       1095        0.745         0.745            0.745  1.000000
3       1096      148.397       123.245          128.164  1.204081
4       1097      877.909       770.197          864.188  1.139850
..       ...          ...           ...              ...       ...
95      1195       48.224        48.224           49.254  1.000000
96      1196     1911.202      1911.202         2291.804  1.000000
97      1197        0.308         0.169          239.270  1.822485
98      1198      183.099       124.820          657.393  1.466904
99      1199      179.217       129.277          129.277  1.386302

[100 rows x 5 columns]",False
0,11,0.018612461164593697,"KstestResult(statistic=np.float64(0.10105870673761708), pvalue=np.float64(4.004277672729509e-06), statistic_location=np.float32(1.6145228), statistic_sign=np.int8(-1))",0.49776307134584236,"    query_id  bao_latency  best_latency  default_latency    regret
0       1200        1.840         0.653           38.108  2.817764
1       1201        0.068         0.065            0.073  1.046154
2       1202    20417.549      2838.032         9796.637  7.194263
3       1203       10.399         9.084          362.903  1.144760
4       1204        0.105         0.093            0.129  1.129032
..       ...          ...           ...              ...       ...
95      1304      539.961        93.762          163.545  5.758847
96      1305       56.774        56.774           67.442  1.000000
97      1306      118.631        64.906          140.133  1.827735
98      1307      719.361       198.714          719.361  3.620082
99      1308      480.393        54.702          459.285  8.782001

[100 rows x 5 columns]",False
0,12,0.026240628212690353,"KstestResult(statistic=np.float64(0.0886146323908093), pvalue=np.float64(8.541347936707875e-05), statistic_location=np.float32(0.03999996), statistic_sign=np.int8(-1))",0.32214536095836,"    query_id  bao_latency  best_latency  default_latency     regret
0       1309      911.133       582.898          606.335   1.563109
1       1310      432.370       415.824          415.824   1.039791
2       1311      114.547        89.042           89.042   1.286438
3       1312       66.646        66.102           66.102   1.008230
4       1313      568.369       549.391          568.369   1.034544
..       ...          ...           ...              ...        ...
95      1412        0.194         0.114            0.186   1.701754
96      1413     2209.632      1999.996         2209.632   1.104818
97      1414      262.903       213.228          213.228   1.232967
98      1415        2.520         0.156            2.520  16.153846
99      1416     1133.921       698.512         8265.208   1.623338

[100 rows x 5 columns]",False
0,13,0.034738607704639435,"KstestResult(statistic=np.float64(0.08250122353903244), pvalue=np.float64(0.0003116063553663993), statistic_location=np.float32(1.6224706), statistic_sign=np.int8(-1))",0.4652773577244391,"    query_id  bao_latency  best_latency  default_latency    regret
0       1417        0.634         0.257            5.023  2.466926
1       1418    17611.821      2072.275         8122.004  8.498786
2       1419        0.402         0.083            0.624  4.843373
3       1420      113.643       111.089          534.020  1.022991
4       1421     1143.574       200.035          624.628  5.716870
..       ...          ...           ...              ...       ...
95      1525     1306.741       526.686         1236.030  2.481063
96      1526     7617.075      1241.710         1405.049  6.134343
97      1527        0.109         0.071            0.073  1.535211
98      1528       83.157        59.953          155.919  1.387037
99      1529      558.181       271.854          558.181  2.053238

[100 rows x 5 columns]",False
0,14,0.04579633101820946,"KstestResult(statistic=np.float64(0.10463815262528804), pvalue=np.float64(1.5500626113710455e-06), statistic_location=np.float32(-1.1375859), statistic_sign=np.int8(1))",0.5832756110494088,"    query_id  bao_latency  best_latency  default_latency     regret
0       1530        0.136         0.071            0.111   1.915493
1       1531      126.013        36.187           36.187   3.482273
2       1532        8.702         5.626            8.982   1.546747
3       1533      199.808       122.772          232.024   1.627472
4       1534     1016.562       862.344          864.973   1.178836
..       ...          ...           ...              ...        ...
95      1635       22.560        17.296           22.560   1.304348
96      1636      516.676       482.726          541.278   1.070330
97      1637     9355.934       771.261         1361.309  12.130698
98      1639        0.048         0.035            0.071   1.371429
99      1640        0.309         0.097            0.989   3.185567

[100 rows x 5 columns]",False
0,15,0.041423819959163666,"KstestResult(statistic=np.float64(0.08379833668332443), pvalue=np.float64(0.00023608744343799724), statistic_location=np.float32(1.3914653), statistic_sign=np.int8(-1))",0.3632078284237215,"    query_id  bao_latency  best_latency  default_latency     regret
0       1642        8.529         7.584            7.686   1.124604
1       1643      486.382       486.382          979.381   1.000000
2       1644      127.433       109.377          475.365   1.165080
3       1645      578.753       578.753          578.753   1.000000
4       1646        5.091         0.216            5.091  23.569444
..       ...          ...           ...              ...        ...
95      1745     3508.880      3398.949         3651.022   1.032343
96      1746      210.788         4.797          268.324  43.941630
97      1747        0.289         0.130            3.261   2.223077
98      1748       96.167        88.298          155.548   1.089119
99      1749        0.097         0.050            0.110   1.940000

[100 rows x 5 columns]",False
0,16,0.03780907392501831,"KstestResult(statistic=np.float64(0.0747292151861299), pvalue=np.float64(0.0015072706058633788), statistic_location=np.float32(0.13178968), statistic_sign=np.int8(-1))",0.28835674529962696,"    query_id  bao_latency  best_latency  default_latency     regret
0       1750      254.067       195.010          449.157   1.302841
1       1751      143.067       129.196          129.196   1.107364
2       1752        0.082         0.074            2.363   1.108108
3       1753     7294.828      3039.182         3424.240   2.400260
4       1754      209.739        46.495           46.495   4.511001
..       ...          ...           ...              ...        ...
95      1851      587.443       396.877          550.506   1.480164
96      1852        2.504         0.076            4.811  32.947368
97      1853        0.386         0.186            0.946   2.075269
98      1854      155.788       141.892          169.085   1.097934
99      1855     5141.806      3221.756         5141.806   1.595964

[100 rows x 5 columns]",False
0,17,0.030167654156684875,"KstestResult(statistic=np.float64(0.07795275590551182), pvalue=np.float64(0.0008858492044706977), statistic_location=np.float32(-1.5684578), statistic_sign=np.int8(1))",0.3846238056505759,"    query_id  bao_latency  best_latency  default_latency     regret
0       1856     2404.211      2369.999         3201.138   1.014435
1       1857    23953.212     15485.820        36286.284   1.546784
2       1858     3339.387       664.550         3339.387   5.025035
3       1861        2.266         0.090            2.266  25.177778
4       1862     1516.279       991.737         1376.264   1.528912
..       ...          ...           ...              ...        ...
95      1963        0.986         0.986            0.986   1.000000
96      1964     1937.796      1924.456         1975.180   1.006932
97      1965      231.289       187.099          679.775   1.236185
98      1967     3854.076      1584.036         1605.321   2.433073
99      1968     2465.067       140.528         1979.644  17.541465

[100 rows x 5 columns]",False
0,18,0.024370834231376648,"KstestResult(statistic=np.float64(0.09921259842519685), pvalue=np.float64(7.331836120286343e-06), statistic_location=np.float32(1.1862723), statistic_sign=np.int8(-1))",0.47249207726613734,"    query_id  bao_latency  best_latency  default_latency     regret
0       1969    40095.959     37372.373        44222.331   1.072877
1       1970        1.174         0.066            1.174  17.787879
2       1971     1970.024      1583.045         1970.024   1.244452
3       1972      239.557       224.522          765.279   1.066964
4       1973      158.173       117.160          117.160   1.350060
..       ...          ...           ...              ...        ...
95      2077    17858.760      8183.780        12250.051   2.182214
96      2078      200.889       139.725          139.725   1.437746
97      2079        0.093         0.093            0.099   1.000000
98      2080      372.799       323.798          333.143   1.151332
99      2081      115.225       114.680          115.225   1.004752

[100 rows x 5 columns]",False
0,19,0.045450739562511444,"KstestResult(statistic=np.float64(0.08378222581990336), pvalue=np.float64(0.00023461488307964892), statistic_location=np.float32(-0.022847652), statistic_sign=np.int8(1))",0.4252521502622796,"    query_id  bao_latency  best_latency  default_latency    regret
0       2082       49.305        49.305          101.448  1.000000
1       2083     3883.182      1555.021         5913.346  2.497189
2       2084      213.074       195.418          213.074  1.090350
3       2085      540.268       540.268          575.816  1.000000
4       2086       43.729        34.831           34.831  1.255462
..       ...          ...           ...              ...       ...
95      2183       49.572        49.413          169.428  1.003218
96      2184      214.078        54.429           56.049  3.933161
97      2185     3637.614      2332.156         3637.614  1.559764
98      2186      169.518        39.958          189.188  4.242405
99      2187    15328.462     15328.462        15328.462  1.000000

[100 rows x 5 columns]",False
0,20,0.033271461725234985,"KstestResult(statistic=np.float64(0.1180289083582862), pvalue=np.float64(3.378939680864254e-08), statistic_location=np.float32(1.3275806), statistic_sign=np.int8(-1))",0.49214147362256844,"    query_id  bao_latency  best_latency  default_latency     regret
0       2188       50.816        43.584         1109.993   1.165932
1       2189       50.757        50.757          611.878   1.000000
2       2190      362.951       189.468          362.951   1.915632
3       2191     1953.567      1884.464         3237.782   1.036670
4       2192       12.603         4.959           60.036   2.541440
..       ...          ...           ...              ...        ...
95      2296     5849.980      1064.475         5849.980   5.495648
96      2297     1394.684        52.203          252.029  26.716549
97      2298       25.689         6.589           25.689   3.898771
98      2299      355.366       355.366          476.009   1.000000
99      2300        0.225         0.120            2.512   1.875000

[100 rows x 5 columns]",False
0,21,0.03910410404205322,"KstestResult(statistic=np.float64(0.12662624918364077), pvalue=np.float64(2.269863461124517e-09), statistic_location=np.float32(1.3044528), statistic_sign=np.int8(-1))",0.5163831022893821,"    query_id  bao_latency  best_latency  default_latency     regret
0       2301      223.388       199.675          199.675   1.118758
1       2302        0.125         0.098           40.524   1.275510
2       2303    37701.312      1150.995         1325.366  32.755409
3       2304        0.134         0.055            0.134   2.436364
4       2305        0.166         0.077           55.630   2.155844
..       ...          ...           ...              ...        ...
95      2407        0.061         0.061            0.092   1.000000
96      2408     3034.165       124.538         3216.453  24.363367
97      2410     9101.428      8838.983         9248.877   1.029692
98      2411      418.022       166.180          313.279   2.515477
99      2412    11782.952      1193.993         1289.955   9.868527

[100 rows x 5 columns]",False
0,22,0.04052994027733803,"KstestResult(statistic=np.float64(0.08197813932650469), pvalue=np.float64(0.00034563430992169664), statistic_location=np.float32(1.6336758), statistic_sign=np.int8(-1))",0.29942803344346947,"    query_id  bao_latency  best_latency  default_latency       regret
0       2414        0.202         0.087            0.087     2.321839
1       2416      437.967       405.447          414.539     1.080208
2       2417     5848.875      5350.798        35438.688     1.093085
3       2418     2769.109      2745.343         6892.147     1.008657
4       2419     4719.061        49.431           50.259    95.467642
..       ...          ...           ...              ...          ...
95      2521    14900.987     13573.417        14900.987     1.097807
96      2522        0.065         0.042            0.065     1.547619
97      2523        0.231         0.193            0.834     1.196891
98      2525      189.273         0.076          434.311  2490.434211
99      2526        0.553         0.102            0.553     5.421569

[100 rows x 5 columns]",False
0,23,0.052594467997550964,"KstestResult(statistic=np.float64(0.12206283620488033), pvalue=np.float64(3.734823500883309e-05), statistic_location=np.float32(-0.49801672), statistic_sign=np.int8(-1))",0.924419756706854,"    query_id  bao_latency  best_latency  default_latency     regret
0       2527       58.430        50.108          242.126   1.166081
1       2528      705.912       705.912          705.912   1.000000
2       2529     7775.318      1053.647         1162.004   7.379434
3       2530       60.759        60.759           60.759   1.000000
4       2531     1998.128      1507.124         1507.124   1.325789
5       2532       85.922        78.852          167.839   1.089662
6       2533        0.335         0.299            1.000   1.120401
7       2534        0.414         0.331           11.050   1.250755
8       2535        0.417         0.299            0.437   1.394649
9       2536     1917.127      1656.217         1809.926   1.157534
10      2537     4988.999      1309.471         1694.821   3.809935
11      2538      120.813       116.251          145.679   1.039243
12      2539     1067.950        59.628           64.366  17.910210
13      2540     1945.109       773.446          802.170   2.514861
14      2541     3231.749      1217.855         3309.322   2.653640
15      2542       10.446         9.817           22.869   1.064073
16      2543        0.084         0.083            0.123   1.012048
17      2544      259.290       255.760          311.426   1.013802
18      2545     2357.267      2223.666         2410.180   1.060081
19      2546      869.000       869.000          869.000   1.000000
20      2547       43.049        35.106           98.914   1.226258
21      2548     3450.986      3393.097         3934.745   1.017061
22      2549        0.077         0.067            7.470   1.149254
23      2550        0.010         0.007            0.010   1.428571
24      2551      217.748       192.180          271.975   1.133042
25      2552      100.547        92.466          100.547   1.087394
26      2553      210.138        51.707         4583.443   4.064015
27      2554       14.577        14.023         1668.021   1.039507
28      2555       65.797        59.671          143.008   1.102663
29      2556      220.690         3.296          220.690  66.956917
30      2557        0.055         0.037            0.091   1.486486
31      2559     1113.591       897.080          897.080   1.241351
32      2560      113.438       111.589          162.946   1.016570
33      2561        0.232         0.165          159.401   1.406061
34      2562      630.599       508.171         2813.506   1.240919
35      2563        0.535         0.354          188.877   1.511299
36      2564      183.560       169.186          235.633   1.084960
37      2565        0.110         0.081            0.088   1.358025
38      2567     1473.437       203.492          203.492   7.240761",False
1,0,0.025489574298262596,"KstestResult(statistic=np.float64(0.05778197780007757), pvalue=np.float64(0.02682467943651166), statistic_location=np.float32(-1.6495259), statistic_sign=np.int8(-1))",0.4488726360705498,"    query_id  bao_latency  best_latency  default_latency    regret
0          1      448.374       374.589          374.589  1.196976
1          2      307.163        48.971           48.971  6.272345
2          3      176.568       176.568          176.568  1.000000
3          4      238.709        89.703           89.703  2.661104
4          5        0.232         0.060            0.232  3.866667
..       ...          ...           ...              ...       ...
95       102     2930.068       689.220          861.195  4.251281
96       103     1142.374      1037.111         1321.644  1.101496
97       104      257.397       210.249          230.305  1.224248
98       105        0.089         0.067            0.082  1.328358
99       106        0.755         0.343            0.413  2.201166

[100 rows x 5 columns]",False
1,1,0.0,"KstestResult(statistic=np.float64(0.0), pvalue=np.float64(1.0), statistic_location=np.float32(-6.322641), statistic_sign=np.int8(1))",0.0,"    query_id  bao_latency  best_latency  default_latency    regret
0        107        0.043         0.029            0.043  1.482759
1        108      231.308        79.822          213.983  2.897798
2        110        0.103         0.049            3.096  2.102041
3        111        0.109         0.072            0.951  1.513889
4        112     1513.439       768.127         2605.613  1.970298
..       ...          ...           ...              ...       ...
95       217    10822.386      2301.235         4848.924  4.702860
96       218      213.099       186.477          216.683  1.142763
97       219      224.832       160.525          252.728  1.400604
98       220      168.931       137.549          146.223  1.228151
99       221      817.940       596.009          632.583  1.372362

[100 rows x 5 columns]",True
1,2,0.03022526577115059,"KstestResult(statistic=np.float64(0.06080271045087308), pvalue=np.float64(0.01632444489926373), statistic_location=np.float32(-0.90936863), statistic_sign=np.int8(-1))",0.36405471638488524,"    query_id  bao_latency  best_latency  default_latency     regret
0        222     1219.646        88.392          733.865  13.798149
1        223        0.378         0.365           40.266   1.035616
2        224      149.262       111.100          144.331   1.343492
3        225        0.320         0.227            0.320   1.409692
4        226       26.872        19.370          133.711   1.387300
..       ...          ...           ...              ...        ...
95       328        0.344         0.207            0.321   1.661836
96       329    15883.888      6718.033        11034.335   2.364366
97       330       35.939         1.165           35.939  30.848927
98       331        0.105         0.089            0.108   1.179775
99       332      214.819       139.778          327.332   1.536858

[100 rows x 5 columns]",False
1,3,0.019419778138399124,"KstestResult(statistic=np.float64(0.034264406430160925), pvalue=np.float64(0.4279972425711426), statistic_location=np.float32(-3.9616885), statistic_sign=np.int8(1))",0.24409472001065172,"    query_id  bao_latency  best_latency  default_latency    regret
0        333       47.223        44.927           47.223  1.051105
1        335       43.940        43.940           43.940  1.000000
2        336      602.835       562.478          612.836  1.071749
3        337     2248.249      2165.367         2248.249  1.038276
4        338    12889.119      3852.639        12889.119  3.345530
..       ...          ...           ...              ...       ...
95       437       36.394        19.796          299.069  1.838452
96       438     2104.450      1841.490         2047.213  1.142797
97       439      160.846       156.301         1297.617  1.029079
98       440      309.676       309.676          309.676  1.000000
99       441        0.089         0.061            1.008  1.459016

[100 rows x 5 columns]",False
1,4,0.020371511578559875,"KstestResult(statistic=np.float64(0.05983488365862154), pvalue=np.float64(0.019170204380488613), statistic_location=np.float32(8.095189), statistic_sign=np.int8(-1))",0.47084170184037333,"    query_id  bao_latency  best_latency  default_latency     regret
0        444      371.099       262.806          713.669   1.412064
1        446       67.049        61.816          291.441   1.084654
2        447      338.538       226.224          226.224   1.496473
3        449     3024.643      1181.678         1313.756   2.559617
4        450     3624.250      1327.353         3624.250   2.730434
..       ...          ...           ...              ...        ...
95       547      965.130        41.844           46.404  23.064956
96       548     1587.758      1429.309         4513.298   1.110857
97       549        0.053         0.048            0.080   1.104167
98       550     1358.017       684.706          978.039   1.983358
99       551       44.014        41.761           44.014   1.053950

[100 rows x 5 columns]",False
1,5,0.027193807065486908,"KstestResult(statistic=np.float64(0.07480331313526192), pvalue=np.float64(0.0013843420540077356), statistic_location=np.float32(-2.4899373), statistic_sign=np.int8(1))",0.44290951990924393,"    query_id  bao_latency  best_latency  default_latency    regret
0        552      805.557       794.171          929.726  1.014337
1        553     1154.947      1066.394         1123.571  1.083040
2        554       94.038        72.056           72.056  1.305068
3        555        0.691         0.298            2.559  2.318792
4        556        0.107         0.082            0.096  1.304878
..       ...          ...           ...              ...       ...
95       650    35208.021     23839.166        46578.137  1.476898
96       651      744.788       635.928          867.117  1.171183
97       654        0.101         0.078            2.445  1.294872
98       655      673.514       535.437         1010.535  1.257877
99       656     1947.361      1905.820         2910.784  1.021797

[100 rows x 5 columns]",False
1,6,0.021900013089179993,"KstestResult(statistic=np.float64(0.07475929504673955), pvalue=np.float64(0.0014856817943383728), statistic_location=np.float32(-1.9387038), statistic_sign=np.int8(-1))",0.35944089246195926,"    query_id  bao_latency  best_latency  default_latency    regret
0        657     1419.437      1379.164         5028.581  1.029201
1        658      156.710        94.451          479.086  1.659167
2        659      284.954       188.245          553.828  1.513740
3        660     3000.317      1466.501         1745.093  2.045902
4        661        0.097         0.076         1672.826  1.276316
..       ...          ...           ...              ...       ...
95       758     1162.942      1130.330         1358.668  1.028852
96       759        0.048         0.032            0.048  1.500000
97       760     7483.387      5306.703         7483.387  1.410176
98       761      636.132       520.699         1136.807  1.221689
99       762        0.213         0.172         2065.654  1.238372

[100 rows x 5 columns]",False
1,7,0.011243429966270924,"KstestResult(statistic=np.float64(0.031044795704686243), pvalue=np.float64(0.5511909758433648), statistic_location=np.float32(-2.8012364), statistic_sign=np.int8(1))",0.1791556774215292,"    query_id  bao_latency  best_latency  default_latency    regret
0        763      591.025       361.508          591.025  1.634888
1        764      140.955       140.955         1794.305  1.000000
2        765        0.055         0.041            0.055  1.341463
3        766      918.301       599.418          707.691  1.531988
4        767        1.816         1.773            1.816  1.024253
..       ...          ...           ...              ...       ...
95       861      165.606        88.413          190.104  1.873096
96       862       13.745        12.064         1423.039  1.139340
97       863     3715.609      2563.737         7219.226  1.449294
98       864        0.197         0.197            0.251  1.000000
99       865      287.981       188.801          203.138  1.525315

[100 rows x 5 columns]",False
1,8,0.026919089257717133,"KstestResult(statistic=np.float64(0.07088198551049149), pvalue=np.float64(0.0029357457139108705), statistic_location=np.float32(-1.9345233), statistic_sign=np.int8(-1))",0.31083515559810704,"    query_id  bao_latency  best_latency  default_latency    regret
0        867     1518.388      1518.388         1759.727  1.000000
1        869      842.546       842.546         1012.931  1.000000
2        870        0.098         0.084            0.109  1.166667
3        871      200.858        50.409           50.409  3.984566
4        872      103.326        62.367         1061.266  1.656742
..       ...          ...           ...              ...       ...
95       970     8475.120      4704.785         6085.952  1.801383
96       971     1497.180      1288.502         1497.180  1.161954
97       973      202.862        42.786           44.671  4.741317
98       974      148.286       141.534          151.696  1.047706
99       975     1325.415      1288.742         1474.313  1.028456

[100 rows x 5 columns]",False
1,9,0.012118050828576088,"KstestResult(statistic=np.float64(0.05125005386836419), pvalue=np.float64(0.06693799177584712), statistic_location=np.float32(-1.9017807), statistic_sign=np.int8(-1))",0.3066946958294226,"    query_id  bao_latency  best_latency  default_latency     regret
0        976    13368.730      1294.468         1381.761  10.327586
1        977    20343.100     11627.163        12435.601   1.749619
2        978        1.213         0.330          304.012   3.675758
3        980       61.720        52.240          207.195   1.181470
4        981       53.895         1.344           53.895  40.100446
..       ...          ...           ...              ...        ...
95      1088      696.368       576.922          646.356   1.207040
96      1089      688.357       688.357          688.357   1.000000
97      1090     5016.371       235.028         3514.857  21.343716
98      1091      555.345       423.583         1827.002   1.311065
99      1092        0.239         0.233            0.347   1.025751

[100 rows x 5 columns]",False
1,10,0.01724359579384327,"KstestResult(statistic=np.float64(0.07530358189992181), pvalue=np.float64(0.0013535374593312114), statistic_location=np.float32(-2.4580135), statistic_sign=np.int8(-1))",0.5343908183061845,"    query_id  bao_latency  best_latency  default_latency    regret
0       1093      147.946       124.753          133.628  1.185911
1       1094        0.199         0.051          212.662  3.901961
2       1095        1.341         0.745            0.745  1.800000
3       1096      148.397       123.245          128.164  1.204081
4       1097      877.909       770.197          864.188  1.139850
..       ...          ...           ...              ...       ...
95      1195      142.961        48.224           49.254  2.964520
96      1196     3012.960      1911.202         2291.804  1.576474
97      1197        0.169         0.169          239.270  1.000000
98      1198      124.820       124.820          657.393  1.000000
99      1199      223.238       129.277          129.277  1.726819

[100 rows x 5 columns]",False
